city_rank,city,state,neighborhood,notes
65,Cincinnati,OH,Over-the-Rhine (OTR),"Cincinnati's premier dining destination, a dense historic district packed with acclaimed restaurants, cocktail bars, breweries, bakeries, and Findlay Market."
65,Cincinnati,OH,The Banks / Downtown,"The riverfront entertainment district near the stadiums with bars, breweries, and a growing slate of restaurants."
65,Cincinnati,OH,Walnut Hills,"A gentrifying neighborhood with chef-driven restaurants, breweries, and natural-wine bars around the revived business district."
66,"Irvine, CA",CA,Cypress Village / Los Olivos Marketplace,"Newer mixed-use plazas anchoring the city's Asian dining and specialty grocery scene with ramen, bubble tea, and bakeries."
66,"Irvine, CA",CA,Diamond Jamboree,"The densest Asian-food destination in Orange County, packing hot pot, dim sum, ramen, Korean, Taiwanese dessert and bakery (85C, Tim Ho Wan, Haidilao, Kura) into one plaza."
66,"Irvine, CA",CA,The District at Irvine Spectrum / Irvine Spectrum Center,"Irvine's premier walkable entertainment hub with a deep bench of sit-down restaurants, bars, and buzzy chains plus independent eateries."
66,"Irvine, CA",CA,University Town Center (UTC),"The UC Irvine-adjacent commercial district with casual international eateries, cafes, and bars catering to a student and academic crowd."
66,"Irvine, CA",CA,Woodbury Town Center,"A master-planned retail core with notable Korean BBQ, steakhouses, sushi, and cafes serving Irvine's affluent residential east side."
67,"Orlando, FL",FL,Audubon Park Garden District,"A walkable, locally minded pocket known for East End Market food hall, craft beer, wine bars, and the weekly community market."
67,"Orlando, FL",FL,College Park,"A charming residential main-street district along Edgewater Drive with independent restaurants, bakeries, coffee, and casual bars."
67,"Orlando, FL",FL,Mills 50,"Orlando's coolest food corridor — a dense Vietnamese/Asian district (the old 'Little Saigon') now layered with craft cocktail bars, indie coffee, and chef-driven spots."
67,"Orlando, FL",FL,The Milk District,"A scrappy, up-and-coming nightlife and indie-eats pocket east of downtown with dive bars, late-night food, and creative kitchens."
67,"Orlando, FL",FL,Thornton Park,"An upscale, leafy downtown-adjacent neighborhood with bistros, wine bars, and patio dining around Lake Eola."
67,"Orlando, FL",FL,Winter Park,"An affluent suburb whose Park Avenue and Hannibal Square are dense with fine dining, wine shops, cafes, and the Winter Park farmers market."
68,"Pittsburgh, PA",PA,Bloomfield,"Pittsburgh's 'Little Italy' turned eclectic strip with old-school Italian, butchers, and a growing wave of independent restaurants and bars."
68,"Pittsburgh, PA",PA,East Liberty,"A revitalized East End hub with destination restaurants, breweries, and chef-driven spots anchoring rapid gentrification."
68,"Pittsburgh, PA",PA,Garfield / Friendship,"An up-and-coming arts-corridor pocket along Penn Avenue with creative kitchens, coffee, and natural-wine and cocktail spots."
68,"Pittsburgh, PA",PA,Lawrenceville,"Pittsburgh's flagship dining destination — Butler Street is wall-to-wall acclaimed restaurants, cocktail bars, bakeries, and natural-wine shops."
68,"Pittsburgh, PA",PA,Squirrel Hill,"A walkable, diverse neighborhood with strong Jewish and Asian food traditions, delis, bakeries, and global eateries along Forbes and Murray."
68,"Pittsburgh, PA",PA,Strip District,"The historic produce-and-market district packed with specialty grocers, ethnic markets, butchers, coffee roasters, and Italian delis."
69,"St. Louis, MO",MO,Benton Park / Cherokee Street,"A bohemian, increasingly buzzy district known for its Mexican corridor, taquerias, dive bars, and indie restaurants."
69,"St. Louis, MO",MO,Botanical Heights / Tower Grove,"Adjacent gentrifying neighborhoods home to some of the city's most celebrated chef-driven restaurants, cafes, and the Tower Grove farmers market."
69,"St. Louis, MO",MO,Central West End,"An upscale, walkable neighborhood with fine dining, wine bars, bistros, and patio dining near Forest Park."
69,"St. Louis, MO",MO,South Grand,"St. Louis's most internationally diverse dining strip with Vietnamese, Ethiopian, Thai, and Middle Eastern restaurants along a walkable corridor."
69,"St. Louis, MO",MO,The Grove (Forest Park Southeast),"St. Louis's trendiest and most concentrated nightlife-and-dining strip with award-winning restaurants, cocktail bars, and breweries."
69,"St. Louis, MO",MO,The Hill,"The iconic Italian-American neighborhood dense with red-sauce institutions, salumerias, bakeries, and specialty Italian grocers."
70,"Greensboro, NC",NC,Adams Farm / Friendly Center,"Greensboro's upscale retail-anchored dining cluster with sit-down restaurants, wine, and chef-driven spots serving the affluent west side."
70,"Greensboro, NC",NC,Downtown Greensboro,"The city's dining and nightlife core with global cuisines, craft breweries, cocktail bars, and tap houses across a walkable grid."
70,"Greensboro, NC",NC,Lindley Park / Friendly Avenue,"A charming residential pocket with beloved independent diners, burger joints, and casual eateries."
70,"Greensboro, NC",NC,Revolution Mill,"A redeveloped textile-mill district turned food-and-drink destination with a wine-and-bourbon tavern, food trucks, and event dining."
70,"Greensboro, NC",NC,Westerwood / State Street,"A compact historic shopping district with independent restaurants, cafes, and specialty shops."
71,Jersey City,NJ,Bergen-Lafayette,"A gentrifying pocket with craft breweries, neighborhood bistros, and independent coffee roasters."
71,Jersey City,NJ,Downtown / The Waterfront,"The most established dining corridor, with acclaimed restaurants, cocktail bars, and wine shops clustered around Grove Street and Newark Avenue."
71,Jersey City,NJ,Historic Downtown / Newark Avenue Pedestrian Plaza,"A pedestrianized restaurant row packed with independent eateries, craft beer bars, and global cuisine."
71,Jersey City,NJ,Journal Square,A revitalizing transit hub known for excellent South Asian and Filipino restaurants plus emerging cafes and bars.
71,Jersey City,NJ,The Heights,"An up-and-coming hilltop neighborhood with buzzy new restaurants, bakeries, and a strong Latin American food presence along Central Avenue."
72,Anchorage,AK,Downtown,"The walkable core with destination seafood restaurants, brewpubs, and tourist-facing dining around 4th and 5th Avenues."
72,Anchorage,AK,Government Hill,A small walkable neighborhood with notable independent eateries and a strong local-food sensibility.
72,Anchorage,AK,South Addition / Midtown,"Home to chef-driven restaurants, craft breweries, and independent coffee shops along Spenard Road and the Fireweed corridor."
72,Anchorage,AK,Spenard,"Anchorage's quirky, gentrifying district known for craft cocktail bars, breweries, and indie restaurants."
73,Lincoln,NE,College View / Prescott,"A walkable south-side district with bakeries, coffee shops, and casual independent restaurants."
73,Lincoln,NE,Downtown / O Street,"The central corridor with independent restaurants, cocktail bars, and cafes near the university."
73,Lincoln,NE,Haymarket District,"A revitalized warehouse district that anchors Lincoln's dining and nightlife with breweries, wine bars, and farm-to-table restaurants."
73,Lincoln,NE,University Place / North 48th,"An emerging neighborhood pocket with craft coffee, breweries, and independent eateries."
74,Plano,TX,Downtown Plano / 15th Street,"The walkable arts and dining district with independent restaurants, wine bars, breweries, and coffee shops."
74,Plano,TX,Legacy West,"An upscale mixed-use development packed with destination restaurants, chef concepts, and a food hall."
74,Plano,TX,Old Town / H Mart corridor (West Plano),"A dense corridor of acclaimed Korean and Asian restaurants, bakeries, and specialty grocers."
74,Plano,TX,The Shops at Legacy,"A walkable dining and nightlife hub with bistros, bars, and international restaurants."
75,Durham,NC,Brightleaf District / Warehouse District,"Converted tobacco warehouses housing acclaimed restaurants, breweries, and bars."
75,Durham,NC,Downtown / Central Park,"Durham's dining epicenter with James Beard-recognized restaurants, cocktail bars, and the Durham Food Hall."
75,Durham,NC,Geer Street / Foster Street (Cocoa Cinnamon corridor),"A revitalizing pocket with breweries, coffee roasters, food trucks, and chef-driven restaurants."
75,Durham,NC,Lakewood / West Durham,"An up-and-coming neighborhood with craft bakeries, neighborhood restaurants, and independent grocers."
75,Durham,NC,Ninth Street / Old West Durham,"A historic walkable strip near Duke with indie restaurants, bakeries, wine shops, and cafes."
76,Buffalo,NY,Allentown,"Historic bohemian district packed with bars, gastropubs, coffee houses, and casual eateries, the city's nightlife and indie food core."
76,Buffalo,NY,Downtown / Chippewa & Theater District,"Revitalized core with upscale restaurants, cocktail lounges, and the Chippewa entertainment strip near the canalside."
76,Buffalo,NY,Elmwood Village,"Buffalo's most walkable dining strip with chef-driven restaurants, craft cocktail bars, cafes, and indie wine shops along Elmwood Avenue."
76,Buffalo,NY,Hertel Avenue (North Buffalo),"Little Italy strip with old-school Italian restaurants, bakeries, pizzerias, wine bars, and newer farm-to-table spots."
76,Buffalo,NY,Larkin / Hydraulic District,"Adaptive-reuse warehouse area anchored by Larkin Square, with breweries, food trucks, and an emerging cluster of independent restaurants."
76,Buffalo,NY,West Side / Grant Street,"Immigrant-driven, rapidly gentrifying corridor known for global eateries, the West Side Bazaar food hall, butchers, and specialty grocers."
77,Chandler,AZ,Chandler Fashion Center / Price Corridor,Upscale shopping and dining district with national-quality independent restaurants and modern eateries.
77,Chandler,AZ,Downtown Chandler,"Walkable historic square with chef-owned restaurants, craft breweries, wine bars, and a lively patio dining scene around the courthouse."
77,Chandler,AZ,Ocotillo,"Master-planned lakeside community with waterfront patios, casual upscale dining, and craft cocktail spots."
78,Chula Vista,CA,Eastlake,"Suburban lifestyle-center dining cluster with family restaurants, Latin eateries, and casual neighborhood spots."
78,Chula Vista,CA,Otay Ranch Town Center / Millenia,"Newer eastside dining district with casual upscale restaurants, breweries, and a growing mix of independent eateries."
78,Chula Vista,CA,Third Avenue Village (Downtown),"The city's walkable food and drink hub with breweries, taquerias, Mexican restaurants, cafes, and an active street-fair scene."
79,Toledo,OH,Maumee / Perrysburg,"Adjacent walkable downtowns with chef-driven restaurants, wine bars, bakeries, and craft pubs serving the metro's dining crowd."
79,Toledo,OH,Old West End,"Historic Victorian neighborhood with cafes, casual eateries, and emerging independent food spots near downtown."
79,Toledo,OH,Uptown / Adams Street,"Toledo's hippest district with craft breweries, indie restaurants, coffee shops, and a walkable arts-and-bar corridor."
79,Toledo,OH,Warehouse District (Downtown),"Revitalized riverfront-adjacent area with upscale restaurants, cocktail bars, Hensville entertainment, and the Toledo Farmers Market."
80,Madison,WI,Atwood Avenue (Schenk-Atwood),"Eclectic east-side strip with destination restaurants, breweries, butchers, and specialty food shops."
80,Madison,WI,Downtown / Capitol Square,"Anchored by the famed Dane County Farmers' Market, with top farm-to-table restaurants, cheese-focused menus, and cocktail bars."
80,Madison,WI,Monroe Street,"Upscale west-side neighborhood with acclaimed restaurants, wine shops, bakeries, and ice cream institutions."
80,Madison,WI,State Street,"Pedestrian campus-to-Capitol corridor packed with diverse global eateries, cafes, and casual dining."
80,Madison,WI,Tenney-Lapham / East Washington Corridor,"Up-and-coming district with new-build food halls, breweries, and chef-driven restaurants along the revitalizing E. Washington Ave."
80,Madison,WI,Williamson Street (Willy Street) / Marquette,"Bohemian east-side corridor known for indie restaurants, the Willy Street Co-op, bakeries, and craft cocktail dens."
81,Gilbert,AZ,Agritopia / Barnone,"Urban-farm community whose Barnone hangar houses an artisan bakery, brewery, coffee roaster, and farm-to-table eateries."
81,Gilbert,AZ,Heritage District,"Walkable downtown core with 30+ independent restaurants, craft cocktail bars, breweries, and a large Saturday farmers market — the East Valley's standout dining destination."
81,Gilbert,AZ,SanTan Village area,"Open-air retail and dining hub on Gilbert's south side with a growing cluster of independent eateries, bars, and tasting rooms."
81,Gilbert,AZ,The Epicenter at Agritopia,"Newer mixed-use district extending Agritopia with chef-driven restaurants, wine bars, and specialty food tenants."
82,Reno,NV,Brewery District / 4th Street,"Industrial-turned-trendy corridor anchored by craft breweries, distilleries, and food-hall-style independent eateries."
82,Reno,NV,California Avenue / Wells Avenue,"Older walkable neighborhoods with neighborhood bistros, ethnic eateries, and a maturing independent bar and cafe scene."
82,Reno,NV,Midtown,"Reno's hippest district, dense with independent restaurants, craft cocktail bars, breweries, coffee roasters, and a specialty butcher and bottle scene."
82,Reno,NV,Riverwalk District (Downtown),"Truckee River-front blocks lined with farm-to-table restaurants, wine bars, and the city's wine-walk and culinary events."
83,Fort Wayne,IN,Broadway / Bluffton Road (South Side),"Emerging gentrifying pocket with indie bakeries, cafes, and ethnic eateries anchoring a slower-paced food scene."
83,Fort Wayne,IN,Downtown / Promenade Park,"Riverfront core with farm-to-table fine dining, upscale bars, and the Electric Works mixed-use food hall and market."
83,Fort Wayne,IN,The Landing,"Revitalized historic block downtown packed with chef-driven restaurants, cocktail bars, and locally owned eateries — the city's signature dining corridor."
83,Fort Wayne,IN,West Main / Wells Street Corridor,"Walkable near-downtown strip with independent breweries, taprooms, coffee shops, and neighborhood restaurants."
84,North Las Vegas,NV,Aliante,Master-planned north-end district whose casino and town-center retail anchor most of the area's sit-down dining and bars.
84,North Las Vegas,NV,Craig Ranch / Craig Road corridor,"Suburban commercial strip with a dense run of independent taquerias, pho houses, and ethnic eateries serving the local community."
84,North Las Vegas,NV,Downtown North Las Vegas (Las Vegas Blvd N),"The city's historic core along the boulevard, home to longtime independent Mexican and Latin restaurants and casual local eateries."
85,St. Petersburg,FL,Downtown / Central Arts,"Waterfront core now holding Michelin-recommended restaurants, upscale bars, and chef-driven dining."
85,St. Petersburg,FL,EDGE District,"Creative, walkable corridor of buzzy independent restaurants, craft breweries, cocktail bars, and a wine-and-art scene."
85,St. Petersburg,FL,Grand Central District,"Bustling Central Avenue stretch with independent restaurants, Latin eateries, craft bars, and boutique food shops — a community-rooted dining hub."
85,St. Petersburg,FL,Old Northeast / Beach Drive,"Genteel district with white-tablecloth restaurants, wine bars, and cafes along the bayfront."
85,St. Petersburg,FL,Warehouse Arts / Deuces (22nd St S),"Gentrifying creative pocket with breweries, distilleries, and emerging independent eateries amid arts studios."
86,Lubbock,TX,Cultural District,Arts-and-museum quarter near the Buddy Holly Center anchoring chef-driven and gallery-adjacent dining.
86,Lubbock,TX,Depot District,"Lubbock's primary nightlife and dining corridor along Buddy Holly Avenue, packed with bars, breweries, live music, and gastropubs."
86,Lubbock,TX,Downtown / Broadway,"Revitalizing urban core with independent steakhouses, breweries, and from-scratch kitchens like Triple J Chophouse and The Brewery LBK."
86,Lubbock,TX,Tech Terrace / 34th Street,"Walkable student-and-locals pocket near Texas Tech with indie coffee shops, casual eateries, and neighborhood bars."
87,Irving,TX,Downtown / Heritage District (South Irving),"Historic original core anchoring authentic Mexican and immigrant-run eateries and a more local, gentrifying food scene."
87,Irving,TX,Las Colinas Urban Center,"Master-planned waterfront district along Lake Carolyn with upscale restaurants, wine bars, and the Toyota Music Factory entertainment complex."
87,Irving,TX,Toyota Music Factory,"Dense dining-and-entertainment hub of restaurants, bars, and a concert venue, the most concentrated nightlife in Irving."
88,Laredo,TX,Del Mar / North Laredo,"Newer growth area with the majority of Laredo's sit-down restaurants, bars, and contemporary dining."
88,Laredo,TX,Downtown / San Bernardo Avenue,"Historic border core with longstanding taquerias, Mexican bakeries (panaderias), and authentic Tex-Mex along the San Bernardo corridor."
88,Laredo,TX,Mall del Norte / Loop 20,Commercial retail-and-dining belt that concentrates much of the city's casual restaurant and chain-plus-local mix.
89,Winston-Salem,NC,Ardmore,"Established residential neighborhood with beloved independent restaurants, bakeries, and casual local favorites."
89,Winston-Salem,NC,Downtown Arts District (Trade & Sixth Streets),"Walkable creative core with farm-to-table restaurants, cocktail bars, galleries, and the city's most concentrated indie dining."
89,Winston-Salem,NC,Innovation Quarter (Wake Forest district),"Adaptive-reuse tobacco-warehouse district with breweries, modern eateries, and Bailey Park gathering space."
89,Winston-Salem,NC,West End,"Historic tree-lined district known for chef-driven restaurants, wine bars, and cozy neighborhood spots near downtown."
89,Winston-Salem,NC,West Fourth Street / Fourth Street corridor,Lively restaurant-and-bar strip linking downtown to the West End with a dense run of dining and nightlife.
90,Chesapeake,VA,Deep Creek,Established southern Chesapeake community with longstanding local seafood spots and casual neighborhood dining.
90,Chesapeake,VA,Great Bridge,"Historic waterfront town center with neighborhood restaurants, breweries, and casual dining near the Battlefield."
90,Chesapeake,VA,Greenbrier,Chesapeake's main commercial-and-dining hub with the city's widest concentration of independent restaurants like Luce Secondo and Black Pelican.
90,Chesapeake,VA,Western Branch,"Growing residential-retail area with a cluster of local eateries, cafes, and family-run restaurants."
91,Glendale,AZ,Arrowhead,"North-side commercial corridor with the suburb's denser cluster of sit-down restaurants, wine bars, and specialty grocers."
91,Glendale,AZ,Historic Downtown Glendale (Catlin Court),"The walkable old-town core with antique shops, independent cafes, bakeries, and the city's most concentrated local dining."
91,Glendale,AZ,Westgate Entertainment District,"Sports-and-entertainment hub by the stadiums anchoring bars, breweries, and casual restaurants, though more national than indie."
92,Garland,TX,Downtown Garland Historic District,"The square around the DART station holds the city's walkable indie restaurants, taprooms, and a growing slate of local eateries."
92,Garland,TX,Firewheel (Town Center area),Northeast retail-and-dining destination with the suburb's main concentration of restaurants and bars.
92,Garland,TX,Saturn Road / North Garland,"Strip-mall corridor known for outstanding Vietnamese, Mexican, and pan-Asian independents serving the diverse east-side population."
93,Scottsdale,AZ,Arcadia (border / 'ArcadiaLite'),"Affluent corridor along Indian School straddling Phoenix-Scottsdale, packed with buzzy farm-to-table restaurants, bakeries, and butcher shops."
93,Scottsdale,AZ,McCormick Ranch / Shea Corridor,"Central-Scottsdale neighborhood dining strip with neighborhood-favorite restaurants, wine shops, and casual indies."
93,Scottsdale,AZ,North Scottsdale (Kierland / Scottsdale Quarter),"Upscale shopping-district dining with steakhouses, wine bars, and chef restaurants serving the resort and golf set."
93,Scottsdale,AZ,Old Town Scottsdale,"The dense heart of the dining-and-nightlife scene with high-end restaurants, cocktail bars, wine shops, and chef-driven concepts."
93,Scottsdale,AZ,Scottsdale Waterfront / Southbridge,"Canal-side district with patio restaurants, cocktail lounges, and gelato linking Old Town to Fashion Square."
94,Norfolk,VA,Chelsea / Railroad District (West Ghent),"Up-and-coming warehouse pocket anchored by breweries, distilleries, and a butcher-and-cheese specialty scene."
94,Norfolk,VA,Downtown / Granby Street,"The central restaurant-row spine with chef-driven dining, breweries, and the NEON arts-district pockets."
94,Norfolk,VA,Ghent,"Norfolk's most beloved walkable district along Colley Avenue, dense with independent restaurants, wine bars, bakeries, and craft cocktail spots."
94,Norfolk,VA,Park Place / 35th Street,"Gentrifying neighborhood corridor drawing new indie cafes, restaurants, and craft beverage spots."
95,Boise,ID,Boise Bench (Vista / Depot Bench),"Up-and-coming corridor with breweries, taquerias, and emerging chef spots drawing the city's food-forward crowd."
95,Boise,ID,Downtown Boise / BoDo,"The dense core of the dining scene with chef-driven restaurants, wine bars, cocktail lounges, and the basque block."
95,Boise,ID,Garden City (Surel Mitchell Live-Work-Create District),"Industrial-turned-creative district packed with wineries, breweries, distilleries, and tasting-room food."
95,Boise,ID,Linen District,"Compact downtown-adjacent pocket of independent restaurants, coffee, and craft beverage with a design-forward feel."
95,Boise,ID,North End / Hyde Park,"Charming historic neighborhood village known for indie cafes, bakeries, and beloved neighborhood restaurants and pubs."
96,Fremont,CA,Centerville,"Dense, diverse strip of family-run Afghan, Indian, and Mexican restaurants plus markets and bakeries."
96,Fremont,CA,Irvington,Walkable downtown-style district known for its Afghan and Indian food cluster and neighborhood cafes.
96,Fremont,CA,Niles,"Historic walkable district with antique shops, indie cafes, a craft brewery, and small-batch eateries along Niles Boulevard."
96,Fremont,CA,Warm Springs / Pacific Commons,Newer dining and retail node anchoring South Fremont with sit-down restaurants and Asian grocers.
97,Spokane,WA,Browne's Addition,"Historic neighborhood with longtime indie restaurants, bars, and Elk-style neighborhood gathering spots."
97,Spokane,WA,Downtown / Riverside,"Core dining district with chef-driven restaurants, cocktail bars, and the Davenport hotel scene."
97,Spokane,WA,Garland District,"Vintage-flavored neighborhood with a beloved soda fountain, pizza, taproom, and local cafes."
97,Spokane,WA,Kendall Yards,"Redeveloped riverfront neighborhood packed with buzzy restaurants, wine bars, coffee roasters, and a popular night market."
97,Spokane,WA,South Perry District,"Hip, walkable strip of indie restaurants, a brewery, coffee shops, and a weekly farmers market."
98,Santa Clarita,CA,Canyon Country,"Everyday strip-mall dining corridor with taquerias, Asian eateries, and casual local favorites."
98,Santa Clarita,CA,Old Town Newhall,"Santa Clarita's main walkable arts-and-dining district with gastropubs, breweries, and independent restaurants."
98,Santa Clarita,CA,Valencia / Town Center,"Master-planned hub with the largest concentration of sit-down restaurants, wine bars, and the Patios dining row."
99,Baton Rouge,LA,Downtown / Beauregard Town,"Riverside core with upscale Creole-Cajun restaurants, cocktail lounges, and the downtown farmers market."
99,Baton Rouge,LA,Garden District,"Leafy historic neighborhood anchoring Perkins Road's eclectic indie restaurants, coffee, and bars."
99,Baton Rouge,LA,Mid City,"Trendiest food corridor along Government Street with chef-driven restaurants, craft cocktail bars, and bakeries."
99,Baton Rouge,LA,Perkins Road Overpass,"Compact entertainment pocket of longtime local restaurants, bars, and casual eateries."
99,Baton Rouge,LA,Southdowns,"Walkable neighborhood village with popular cafes, a deli, sushi, and neighborhood bars."
100,Richmond,VA,Carytown,"Walkable mile of independent restaurants, cafes, a famed cheese-and-specialty grocer, and boutiques."
100,Richmond,VA,Church Hill,"Gentrifying historic hilltop known for destination restaurants, a celebrated bakery, and neighborhood bistros."
100,Richmond,VA,Jackson Ward / Arts District,"Revitalized historic district with cocktail bars, soul food, and a growing dining-and-nightlife corridor along Broad Street."
100,Richmond,VA,Manchester,"Up-and-coming Southside warehouse district adding breweries, coffee roasters, and new restaurants."
100,Richmond,VA,Scott's Addition,Former industrial district now Richmond's breweries-distilleries-cideries hub with buzzy restaurants and tasting rooms.
100,Richmond,VA,The Fan / Lower Fan,"Historic neighborhood dense with acclaimed indie restaurants, wine bars, and chef-owned spots."
